"TIPO CICLO";"TEST.DI.TENUTA";"TEMPERATURA";"temp.3";"temp.2";"temp.1";"t.9";"t.8";"t.7";"t.6";"t.5";"t.4";"t.32";"t.31";"t.30";"t.3";"t.29";"t.28";"t.27";"t.26";"t.25";"t.24";"t.23";"t.22";"t.21";"t.20";"t.2";"t.19";"t.18";"t.17";"t.16";"t.15";"t.14";"t.13";"t.12";"t.11";"t.10";"t.1";"STERILIZZAZIONE.DINAMICA";"SCARICO";"RISCIACQUO";"PULSANTE.STOP";"PRELEVATO.DA";"NUMERO CICLO";"MISCELAZIONE";"INIZIO CICLO";"FINE.CICLO";"DISINFEZIONE";"DETERSIONE";"CICLO REGOLARE";"CARICO.STERILIZZANTE.2";"CARICO.STERILIZZANTE.1";"CARICO.DETERGENTE";"CARICO.ACQUA";"CAMBIO.TANICA";"ASCIUGATURA";"Allarme.valvole.ingresso.acqua";"Allarme.time.out.scarico.sterilizzante.1";"Allarme.time.out.carico.sterilizzante.1";"Allarme.time.out.carico.acqua";"Allarme.test.di.tenuta";"Allarme.temperatura.minima.acqua";"Allarme.temperatura.massima.acqua";"Allarme.sovrappressione.test.di.tenuta";"Allarme.sensore.giri.spruzzatore";"Allarme.scarico";"Allarme.pressione.minima.test.di.tenuta";"Allarme.pressione.minima.aria";"Allarme.pressione.massima.aria";"Allarme.pressione.acqua";"Allarme.perdita.liquido";"Allarme.canale.7.otturato";"Allarme.canale.7.disconnesso";"Allarme.canale.6.scollegato";"Allarme.canale.6.otturato";"Allarme.canale.5.scollegato";"Allarme.canale.5.otturato";"Allarme.canale.4.scollegato";"Allarme.canale.4.otturato";"Allarme.canale.3.scollegato";"Allarme.canale.3.otturato";"Allarme.canale.2.scollegato";"Allarme.canale.2.otturato";"Allarme.canale.1.scollegato";"Allarme.canale.1.otturato";"Allarme.apertura.vasca";"ALCOOL";"Alarm.spray.arm";"Alarm.selfdisinfection.flow"
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;"24";NA;NA;"18";"369";"66";"16";NA;NA;NA;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"42";NA;"14/03/2016 12:46:58";"1";NA;"1";0;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"85";"75";"25";"86";"126";"16";NA;NA;NA;"21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"1111";"38";"86";"75";"25";"85";"606";"42";"47";"50";"0";"1";"1";"1";NA;"1";"43";NA;"14/03/2016 13:06:37";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"23";"24";"85";"144";"25";"85";"143";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"154";"39";"85";"143";"25";"85";"606";"42";"48";"50";"0";"1";"1";"1";NA;"1";"44";NA;"14/03/2016 14:19:11";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"23";"24";"85";"144";"25";"85";"143";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";"11";"39";"85";"144";"25";"85";"606";"42";"48";"49";"0";"1";"1";"1";NA;"1";"45";NA;"14/03/2016 15:16:47";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;NA;NA;NA;NA;NA;"23";"144";NA;NA;NA;"2108";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;"1";"1";"47";NA;"15/03/2016 08:03:41";"1";NA;NA;0;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"28";"26";"85";"602";"66";"42";"48";NA;NA;NA;"17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;"508";"68";"85";"98";"0";NA;"1";"1";NA;"1";"51";"1";"16/03/2016 07:24:58";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"25";"85";"75";"26";"85";"126";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"12";"38";"85";"75";"25";"85";"606";"42";"48";"51";"0";"1";"1";"1";NA;"1";"52";NA;"16/03/2016 11:14:09";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"85";"75";"27";"86";"126";"16";NA;NA;NA;"21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"14";"38";"85";"75";"26";"85";"606";"42";"47";"51";"0";"1";"1";"1";NA;"1";"53";NA;"16/03/2016 11:51:22";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"32";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"43";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;"1";"1";"54";NA;"16/03/2016 12:57:35";"1";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"85";"75";"25";"85";"126";"16";NA;NA;NA;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"39";"39";"85";"75";"25";"85";"606";"42";"47";"50";"0";"1";"1";"1";NA;"1";"55";NA;"16/03/2016 12:59:32";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"23";"24";"85";"143";"26";"85";"143";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"59";"334";"39";"85";"143";"25";"85";"607";"42";"48";"50";"0";"1";"1";"1";NA;"1";"56";NA;"16/03/2016 13:33:34";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"85";"143";"25";"85";"144";"16";NA;NA;NA;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"420";"39";"85";"143";"26";"85";"606";"42";"48";"50";"0";"1";"1";"1";NA;"1";"57";NA;"16/03/2016 14:57:02";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"25";"85";"75";"25";"86";"126";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"54";"106";"38";"85";"76";"25";"85";"606";"42";"47";"50";"0";"1";"1";"1";NA;"1";"58";NA;"16/03/2016 16:43:01";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"28";"25";"85";"602";"66";"43";"47";NA;NA;NA;"46";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;"1051";"69";"85";"98";"0";NA;"1";"1";NA;"1";"59";"1";"17/03/2016 07:32:38";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"24";"85";"75";"25";"85";"127";"16";NA;NA;NA;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"81";"38";"85";"76";"25";"85";"606";"43";"47";"49";"0";"1";"1";"1";NA;"1";"60";NA;"17/03/2016 10:18:07";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"23";"24";"85";"75";"25";"85";"126";"17";NA;NA;NA;"21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"372";"39";"85";"75";"26";"85";"606";"44";"45";"49";"0";"1";"1";"1";NA;"1";"61";NA;"17/03/2016 10:49:48";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;"24";"143";"270";"32";"85";"144";"16";NA;NA;NA;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;NA;NA;"33";"0";NA;"1";"1";NA;"1";"62";NA;"17/03/2016 11:33:57";"1";NA;"1";0;NA;NA;"1";"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"23";"24";"85";"144";"25";"85";"144";"16";NA;NA;NA;"21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"727";"39";"85";"144";"24";"85";"607";"42";"47";"47";"0";"1";"1";"1";NA;"1";"63";NA;"17/03/2016 11:50:06";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"85";"144";"25";"85";"143";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"59";"53";"38";"85";"144";"25";"85";"607";"42";"49";"49";"0";"1";"1";"1";NA;"1";"64";NA;"17/03/2016 13:44:52";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"25";"85";"75";"24";"85";"126";"16";NA;NA;NA;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"54";"45";"39";"85";"75";"25";"85";"607";"42";"46";"50";"0";"1";"1";"1";NA;"1";"65";NA;"17/03/2016 16:46:13";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"28";"25";"85";"602";"66";"43";"48";NA;NA;NA;"46";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;"32";"69";"85";"98";"0";NA;"1";"1";NA;"1";"66";"1";"18/03/2016 07:28:05";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"24";"85";"75";"25";"85";"127";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";"1203";"38";"85";"75";"26";"85";"606";"42";"47";"50";"0";"1";"1";"1";NA;"1";"67";NA;"18/03/2016 10:16:17";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"25";"85";"76";"25";"85";"126";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";"524";"38";"85";"75";"25";"85";"606";"42";"46";"51";"0";"1";"1";"1";NA;"1";"68";NA;"18/03/2016 11:06:59";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"23";"85";"75";"25";"85";"126";"17";NA;NA;NA;"21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";"7904";"39";"85";"75";"26";"85";"606";"42";"45";"52";"0";"1";"1";"1";NA;"1";"69";NA;"18/03/2016 11:45:36";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;"24";"85";"-86257";"25";"85";"143";"17";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;"8";"142";"44";"47";"102";"0";NA;"1";"1";"1";"1";"70";NA;"20/03/2016 23:52:08";"1";NA;"1";0;NA;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"26";"29";"85";"602";"66";"43";"49";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;"16";"69";"85";"98";"0";NA;"1";"1";NA;"1";"71";"1";"21/03/2016 00:23:32";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"29";"25";"85";"602";"66";"43";"47";NA;NA;NA;"46";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;"509";"69";"85";"98";"0";NA;"1";"1";NA;"1";"72";"1";"21/03/2016 07:27:25";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"25";"85";"75";"25";"86";"126";"16";NA;NA;NA;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"578";"38";"85";"75";"26";"85";"606";"43";"46";"51";"0";"1";"1";"1";NA;"1";"73";NA;"21/03/2016 09:43:16";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"25";"85";"75";"25";"85";"126";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";"1712";"38";"85";"75";"24";"85";"606";"43";"47";"52";"0";"1";"1";"1";NA;"1";"74";NA;"21/03/2016 11:36:12";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"25";"85";"75";"25";"85";"127";"16";NA;NA;NA;"21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";"14";"39";"85";"75";"25";"86";"606";"42";"46";"52";"0";"1";"1";"1";NA;"1";"75";NA;"21/03/2016 12:39:49";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"25";"85";"144";"25";"85";"144";"16";NA;NA;NA;"21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"174";"39";"85";"144";"26";"85";"606";"42";"46";"50";"0";"1";"1";"1";NA;"1";"76";NA;"21/03/2016 14:57:25";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"85";"144";"25";"85";"144";"16";NA;NA;NA;"21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"96";"39";"85";"143";"24";"85";"606";"43";"47";"50";"0";"1";"1";"1";NA;"1";"77";NA;"21/03/2016 15:38:32";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"28";"25";"85";"602";"67";"43";"48";NA;NA;NA;"53";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;"155";"69";"85";"98";"0";NA;"1";"1";NA;"1";"78";"1";"22/03/2016 07:34:09";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;"25";"143";"66";"25";"85";"126";"16";NA;NA;NA;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;NA;NA;NA;"16";"0";NA;"1";"1";NA;"1";"79";NA;"22/03/2016 11:29:26";"1";NA;"1";0;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"28";"25";"85";"602";"66";"42";"45";NA;NA;NA;"49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;"936";"69";"85";"98";"0";NA;"1";"1";NA;"1";"80";"1";"23/03/2016 07:30:08";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"26";"26";"85";"75";"25";"85";"126";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";"52";"39";"85";"75";"25";"85";"606";"43";"49";"55";"0";"1";"1";"1";NA;"1";"81";NA;"23/03/2016 09:20:48";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"25";"85";"75";"25";"85";"127";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"15";"38";"85";"76";"25";"85";"606";"43";"46";"51";"0";"1";"1";"1";NA;"1";"82";NA;"23/03/2016 09:57:30";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"85";"75";"25";"85";"126";"16";NA;NA;NA;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"531";"39";"85";"75";"25";"85";"606";"43";"49";"54";"0";"1";"1";"1";NA;"1";"83";NA;"23/03/2016 10:28:34";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"28";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"48";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"84";NA;"23/03/2016 11:09:19";"1";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"85";"75";"25";"85";"126";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"142";"38";"85";"76";"26";"85";"606";"47";"51";"53";"0";"1";"1";"1";NA;"1";"85";NA;"23/03/2016 11:11:41";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"23";"23";"85";"76";"25";"85";"126";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"192";"39";"85";"75";"25";"85";"607";"42";"48";"51";"0";"1";"1";"1";NA;"1";"86";NA;"23/03/2016 11:45:48";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"26";"85";"144";"25";"85";"143";"16";NA;NA;NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"1368";"38";"85";"144";"25";"85";"607";"42";"47";"51";"0";"1";"1";"1";NA;"1";"87";NA;"23/03/2016 13:37:47";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"27";"25";"85";"601";"67";"42";"46";NA;NA;NA;"49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;"145";"69";"85";"98";"0";NA;"1";"1";NA;"1";"88";"1";"24/03/2016 08:59:08";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"25";"85";"110";"24";"85";"126";"16";NA;NA;NA;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";"172";"38";"85";"109";"25";"85";"606";"43";"46";"50";"0";"1";"1";"1";NA;"1";"89";NA;"24/03/2016 10:40:14";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
