"INIZIO CICLO";"TIPO CICLO";"NUMERO SERIALE";"STRUMENTO";"CATEGORIA";"MATRICOLA";"IDENTIFICATIVO";"OPERATORE";"NUMERO CICLO";"ALLARMI";"testo";"ESITO CICLO"
2016-03-17 11:33:57;"COMPLETE STERILIZATION";"6-0014";"GIF-ITQ160";"GASTROSCOPIO";"2801514";"06";"D.M.";"62";"Allarme time-out carico acqua";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,24°C) SCARICO CARICO ACQUA RISCIACQUO Allarme time-out carico acqua FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-03-17 11:50:06;"COMPLETE STERILIZATION";"6-0014";"GIF-ITQ160";"GASTROSCOPIO";"2801514";"06";"D.M.";"63";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,23°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-17 13:44:52;"COMPLETE STERILIZATION";"6-0014";"GIF-XP180N";"GASTROSCOPIO";"2000363";"16";"L.Z.";"64";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-17 16:46:13;"COMPLETE STERILIZATION";"6-0014";"ACCESSORI";"ACCESSORI";"0000";"00";"D.M.";"65";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-18 07:28:05;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"S.C.";"66";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s,28°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-18 10:16:17;"COMPLETE STERILIZATION";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"V.M.L.";"67";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-18 11:06:59;"COMPLETE STERILIZATION";"6-0014";"EB-1570K";"BRONCOSCOPIO";"G121641";"22";"V.M.L.";"68";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-18 11:45:36;"COMPLETE STERILIZATION";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G121045";"23";"V.M.L.";"69";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,23°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-20 23:52:08;"COMPLETE STERILIZATION";"6-0014";"GIF-Q165";"GASTROSCOPIO";"2804441";"04";"C.G.";"70";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CAMBIO TANICA PULSANTE STOP FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-03-21 00:23:32;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"C.G.";"71";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s,26°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-21 07:27:25;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"S.C.";"72";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s,29°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-21 09:43:16;"COMPLETE STERILIZATION";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"M.F.";"73";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-21 11:36:12;"COMPLETE STERILIZATION";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"M.F.";"74";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-21 12:39:49;"COMPLETE STERILIZATION";"6-0014";"EB-1570K";"BRONCOSCOPIO";"G121641";"22";"M.F.";"75";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-21 14:57:25;"COMPLETE STERILIZATION";"6-0014";"GIF-Q180";"GASTROSCOPIO";"2800071";"01";"M.F.";"76";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-21 15:38:32;"COMPLETE STERILIZATION";"6-0014";"GIF-Q180";"GASTROSCOPIO";"2800079";"02";"G.B.";"77";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-22 07:34:09;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"C.G.";"78";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s,28°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-22 11:29:26;"COMPLETE STERILIZATION";"6-0014";"FI-10BS";"FIBROSCOPIO";"G111400";"BLOCCO OP.";"E.C.O.";"79";"Allarme canale 3 otturato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO Allarme canale 3 otturato FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-03-23 07:30:08;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"D.M.";"80";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s,28°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-23 09:20:48;"COMPLETE STERILIZATION";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"L.Z.";"81";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,26°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,26°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-23 09:57:30;"COMPLETE STERILIZATION";"6-0014";"EB-1570K";"BRONCOSCOPIO";"G121641";"22";"L.Z.";"82";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-23 10:28:34;"COMPLETE STERILIZATION";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G121045";"23";"N.R.";"83";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-23 11:09:19;"COMPLETE STERILIZATION";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"E.V.";"84";"Allarme pressione minima test di tenuta";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA Allarme pressione minima test di tenuta FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-03-23 11:11:41;"COMPLETE STERILIZATION";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"E.V.";"85";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-23 11:45:48;"COMPLETE STERILIZATION";"6-0014";"EB-1570K";"BRONCOSCOPIO";"G121641";"22";"N.R.";"86";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,23°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,23°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-23 13:37:47;"COMPLETE STERILIZATION";"6-0014";"GIF-XP180N";"GASTROSCOPIO";"2000363";"16";"E.V.";"87";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,26°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-24 08:59:08;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"B.M.";"88";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s,27°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-24 10:40:14;"COMPLETE STERILIZATION";"6-0014";"FI-10BS";"FIBROSCOPIO";"G111400";"BLOCCO OP.";"Technical";"89";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-24 11:56:56;"COMPLETE STERILIZATION";"6-0014";"CF-Q165I";"COLONSCOPIO";"2802043";"12";"M.F.";"92";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-25 07:38:52;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"E.C.O.";"93";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s,29°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-25 10:31:37;"COMPLETE STERILIZATION";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"T.M.";"94";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-25 11:21:12;"COMPLETE STERILIZATION";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G121045";"23";"T.M.";"95";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-25 12:22:11;"COMPLETE STERILIZATION";"6-0014";"EB-1570K";"BRONCOSCOPIO";"G121641";"22";"T.M.";"96";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-25 13:21:19;"COMPLETE STERILIZATION";"6-0014";"FI-16BS";"FIBROSCOPIO";"G111106";"BLOCCO OP.";"L.Z.";"97";"Allarme pressione acqua";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA Allarme pressione acqua FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-03-25 13:38:43;"COMPLETE STERILIZATION";"6-0014";"FI-16BS";"FIBROSCOPIO";"G111106";"BLOCCO OP.";"L.Z.";"98";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-27 19:11:02;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"C.G.";"99";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s,28°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-27 20:51:16;"COMPLETE STERILIZATION";"6-0014";"ACCESSORI";"ACCESSORI";"0000";"00";"E.C.O.";"100";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,26°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,27°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-29 07:32:50;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"C.G.";"101";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s,29°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-29 08:00:36;"COMPLETE STERILIZATION";"6-0014";"CF-Q180AI";"COLONSCOPIO";"2801343";"10";"G.B.";"102";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA PULSANTE STOP FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-03-29 08:01:37;"FAST STERILIZATION";"6-0014";"CF-Q180AI";"COLONSCOPIO";"2801343";"10";"G.B.";"103";"Nessun allarme rilevato";"TIPO CICLO: FAST STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CAMBIO TANICA CARICO STERILIZZANTE 2 CAMBIO TANICA CARICO STERILIZZANTE 2 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,26°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-29 08:40:36;"FAST STERILIZATION";"6-0014";"CF-Q165I";"COLONSCOPIO";"2802043";"12";"L.Z.";"104";"Nessun allarme rilevato";"TIPO CICLO: FAST STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-29 09:10:50;"COMPLETE STERILIZATION";"6-0014";"FI-16BS";"FIBROSCOPIO";"G111106";"BLOCCO OP.";"L.Z.";"105";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-29 10:35:33;"FAST STERILIZATION";"6-0014";"FI-10BS";"FIBROSCOPIO";"G111400";"BLOCCO OP.";"L.Z.";"106";"Nessun allarme rilevato";"TIPO CICLO: FAST STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-29 14:50:28;"COMPLETE STERILIZATION";"6-0014";"GF-UCT180";"ECOENDOSCOPIO";"7310076";"18";"L.Z.";"107";"Allarme sensore giri spruzzatore";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) Allarme sensore giri spruzzatore FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-03-29 15:07:01;"COMPLETE STERILIZATION";"6-0014";"GF-UCT180";"ECOENDOSCOPIO";"7310076";"18";"L.Z.";"108";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-30 07:36:05;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"E.C.O.";"109";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s,28°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-30 09:45:04;"COMPLETE STERILIZATION";"6-0014";"GIF-Q180";"GASTROSCOPIO";"2800079";"02";"S.C.";"110";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,26°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-30 10:45:58;"COMPLETE STERILIZATION";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"G.B.";"111";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,25°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-03-30 11:48:41;"COMPLETE STERILIZATION";"6-0014";"CF-Q180AL";"COLONSCOPIO";"2008265";"15";"N.R.";"112";"Nessun allarme rilevato";"TIPO CICLO: COMPLETE STERILIZATION TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s,24°C) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
